"";"ID";"Exact.age";"Age..BNC1994.groups.";"Age.range";"Gender";"Nationality";"Place.of.birth";"Country.of.birth";"First.language";"Linguistic.origin";"Accent.dialect.as.reported";"City.town.living";"Country.living";"Duration.living..years.";"Dialect.at.Level.1";"Dialect.at.Level.2";"Dialect.at.Level.3";"Dialect.at.Level.4";"Highest.qualification";"Occupation..title";"Class..Social.grade";"Class..NS.SEC";"L2..if.bilingual.";"Foreign.languages.spoken";"Part.of.core.set.of.speakers";"No..Utterance.units.linked.to.this.Speaker.ID";"total";"age_numeric";"include";"age_bins"
"501";"S0515";74;"60+";"70-79";"Female";"Irish";"Dublin";"Ireland";"English";"England";"RP";"Bury St Edmunds";"UK";"14 years";"uk";"england";"unspecified";"unspecified";"Secondary";"Retired";"E";"8";"";"French -- Passable; Swahili -- a little";"Not in core set";922;7547;74;TRUE;"70+"
"502";"S0516";65;"60+";"60-69";"Male";"British";"London";"England";"English";"England";"R.p.";"Bury St Edmunds";"UK";"14 years";"uk";"england";"unspecified";"unspecified";"Secondary";"Retired";"E";"8";"";"";"Not in core set";369;2198;65;TRUE;"60-69"
"503";"S0517";47;"45-59";"40-49";"Female";"British";"Sutton Coldfield";"UK";"English";"England";"Midlands";"Lichfield";"UK";"14 years";"uk";"england";"midlands";"unspecified";"Graduate";"Self employed - marketing & Proofing services";"C1";"3";"";"French -- working knowledge; German -- Working knowledge";"In core set";14,55;148776;47;TRUE;"40-49"
"504";"S0518";48;"45-59";"40-49";"Female";"British";"Staffordshire";"UK";"English";"England";"Midlands";"Lichfield";"UK";"19 years";"uk";"england";"midlands";"unspecified";"Graduate";"Customer Services Team Leader";"C1";"3";"";"";"In core set";1,884;37083;48;TRUE;"40-49"
"505";"S0519";59;"45-59";"50-59";"Female";"Irish";"Dublin, Ireland";"Ireland";"English";"England";"None";"Penrith, `";"UK";"6 months";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"Recently retired maths teacher";"E";"8";"";"";"Not in core set";3,52;37097;59;TRUE;"50-59"
"506";"S0520";32;"25-34";"30-39";"Female";"British";"Birkenhead, UK`";"UK";"English";"England";"RP";"India/Thailand/UK (Hunsoney";"";"3 years";"uk";"england";"unspecified";"unspecified";"Graduate";"Transcriber, Editor";"C1";"3";"";"";"Not in core set";3,987;53568;32;TRUE;"30-39"
"507";"S0521";59;"45-59";"50-59";"Male";"British";"Walsall, UK";"England";"English";"England";"Midlands";"Penrith";"UK";"1 year";"uk";"england";"midlands";"unspecified";"Postgrad";"Former role as technical esport of development planning in oil industry";"E";"8";"";"";"In core set";1,738;14050;59;TRUE;"50-59"
"508";"S0522";34;"25-34";"30-39";"Female";"British";"Birkenhead, England";"England";"English";"England";"none";"Chester";"UK";"6 years";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"H.R. Consultant";"B";"2";"Dutch";"French -- GCSE; German -- A-level";"In core set";453;4687;34;TRUE;"30-39"
"509";"S0523";61;"60+";"60-69";"Male";"British";"Cheddar, Somerset";"UK";"English";"England";"Mixed";"Exeter";"UK";"21 years";"unspecified";"unspecified";"unspecified";"unspecified";"Postgrad";"Retired";"E";"8";"";"";"In core set";1,14;14842;61;TRUE;"60-69"
"510";"S0524";71;"60+";"70-79";"Male";"British";"Cirencester";"UK";"English";"England";"English - no obvious accent";"Taunton";"UK";"5 years";"uk";"england";"unspecified";"unspecified";"Graduate";"TV producer";"B";"2";"";"";"Not in core set";463;6360;71;TRUE;"70+"
"511";"S0525";48;"45-59";"40-49";"Female";"British";"Birmingham";"UK";"English";"England";"Midlands";"Lichfield";"UK";"26 years";"uk";"england";"midlands";"unspecified";"Graduate";"";"Unknown";"Unknown";"";"";"In core set";13,39;158605;48;TRUE;"40-49"
"512";"S0526";68;"60+";"60-69";"Male";"British";"Taunton";"UK";"English";"England";"Somerset";"Taunton";"UK";"68 years";"uk";"england";"south";"southwest";"Secondary";"Retired Civil Servant";"E";"8";"";"German -- level unspecified";"In core set";374;3617;68;TRUE;"60-69"
"513";"S0527";48;"45-59";"40-49";"Male";"British";"Taunton";"UK";"English";"England";"South West";"Taunton";"UK";"48 years";"uk";"england";"south";"southwest";"Secondary";"Carpenter";"C1";"4";"";"";"In core set";230;2587;48;TRUE;"40-49"
"514";"S0528";77;"60+";"70-79";"Male";"British";"Birmingham";"UK";"English";"England";"West Midlands";"Axminster";"UK";"1 year 3 months";"uk";"england";"midlands";"w_midlands";"Sixth-form";"Retired accomodation manager, nationwide building society";"E";"8";"";"";"In core set";198;1653;77;TRUE;"70+"
"515";"S0529";20;"15-24";"19-29";"Female";"British";"Falmouth";"UK";"English";"England";"Cornish/Southern";"Falmouth";"UK";"18 years";"uk";"england";"south";"southwest";"Sixth-form";"";"Unknown";"Unknown";"";"";"In core set";8,404;87846;20;TRUE;"20-29"
"516";"S0530";19;"15-24";"19-29";"Female";"British";"Liverpool";"UK";"English";"England";"Cheshire";"Chester";"UK";"19";"uk";"england";"north";"northwest";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"In core set";8,66;74687;19;TRUE;"10-19"
"517";"S0531";19;"15-24";"19-29";"Female";"British";"Warwick";"UK";"English";"England";"RP";"London";"UK";"15 years";"uk";"england";"unspecified";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";608;5968;19;TRUE;"10-19"
"518";"S0532";19;"15-24";"19-29";"Male";"British";"Bolton";"UK";"Gujarati";"India";"Indian";"Lancaster";"UK";"2 months";"non_uk";"non_uk";"non_uk";"non_uk";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";441;4695;19;TRUE;"10-19"
"519";"S0533";18;"15-24";"Nov 18";"Male";"British";"Chorley";"UK";"English";"England";"Northern";"Leyland";"UK";"18 years";"uk";"england";"north";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";148;894;18;TRUE;"10-19"
"520";"S0534";76;"60+";"70-79";"Male";"British";"Falmouth";"UK";"English";"England";"General English";"Axminster";"UK";"32 years";"uk";"england";"unspecified";"unspecified";"Sixth-form";"Retired Bank Manager";"E";"8";"";"";"Not in core set";217;2945;76;TRUE;"70+"
"521";"S0535";70;"60+";"70-79";"Male";"British";"London";"UK";"English";"England";"South London";"Chard";"UK";"11 years";"uk";"england";"south";"london";"Secondary";"Retired Instrument Technician";"E";"8";"";"";"In core set";250;1700;70;TRUE;"70+"
"522";"S0536";74;"60+";"70-79";"Male";"British";"Guiseley";"UK";"English";"England";"General English";"Axminster";"UK";"20 years +";"uk";"england";"unspecified";"unspecified";"Postgrad";"Retired";"E";"8";"";"";"In core set";154;1400;74;TRUE;"70+"
"523";"S0537";66;"60+";"60-69";"Female";"British";"Bingley, Yorkshire";"UK";"English";"England";"Cumbrian (South)";"Burton-In-Kendal";"UK";"40 years";"uk";"england";"north";"northwest";"Postgrad";"Retired";"E";"8";"";"";"In core set";612;5124;66;TRUE;"60-69"
"524";"S0538";73;"60+";"70-79";"Male";"British";"Lancaster";"UK";"English";"England";"Lancashire";"Carnforth";"UK";"73 years";"uk";"england";"north";"northwest";"Secondary";"Retired";"E";"8";"";"";"In core set";1,328;13098;73;TRUE;"70+"
"525";"S0539";24;"15-24";"19-29";"Female";"British";"Lancaster";"UK";"English";"England";"Cumbrian/Lancashire";"Carnforth";"UK";"20 years";"uk";"england";"north";"northwest";"Postgrad";"Masters Student";"E";"8";"";"";"Not in core set";958;8005;24;TRUE;"20-29"
"526";"S0540";38;"35-44";"30-39";"Female";"Japanese";"Fukuri";"Japan";"Japanese";"England";"London";"London";"UK";"more than 10 years";"uk";"england";"south";"london";"Postgrad";"";"Unknown";"Unknown";"";"";"In core set";1,835;14445;38;TRUE;"30-39"
"527";"S0541";47;"45-59";"40-49";"Female";"British";"Bradford, Yorkshire";"England";"English";"England";"None";"London";"UK";"25 years";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"Writer";"B";"2";"";"French -- level unspecified; Italian -- level unspecified";"Not in core set";1,868;21737;47;TRUE;"40-49"
"528";"S0542";20;"15-24";"19-29";"Male";"British";"Leeds, Yorkshire";"England";"English";"England";"Yorkshire";"Leeds, Yorkshire";"UK";"20 years";"uk";"england";"north";"yorkshire";"Sixth-form";"student";"E";"* (uncategorised)";"";"";"In core set";1,754;18038;20;TRUE;"20-29"
"529";"S0543";19;"15-24";"19-29";"Female";"British";"Barrow-In-Furness";"England";"English";"England";"Cumbrian";"Dalton-in-Furness";"UK";"19 years";"uk";"england";"north";"northwest";"Sixth-form";"Student at university";"E";"* (uncategorised)";"";"";"In core set";4,057;30437;19;TRUE;"10-19"
"530";"S0544";20;"15-24";"19-29";"Male";"British";"Manila";"Philippines";"English";"England";"London";"London";"UK";"14 years 3 months";"uk";"england";"south";"london";"Sixth-form";"student";"E";"* (uncategorised)";"";"";"In core set";2,64;17833;20;TRUE;"20-29"
"531";"S0545";54;"45-59";"50-59";"Male";"British";"Glasgow";"UK";"English";"UK";"Glaswegian";"Glasgow";"UK";"40";"uk";"scotland";"scotland";"scotland";"Graduate";"";"Unknown";"Unknown";"";"Dutch -- level unspecified";"In core set";1,293;6147;54;TRUE;"50-59"
"532";"S0546";88;"60+";"80-89";"Female";"British";"Priest Hutton";"UK";"English";"Britain";"Lancashire";"Lancaster";"UK";"30 years";"uk";"england";"north";"northwest";"Secondary";"Retired";"E";"8";"";"";"In core set";703;5301;88;TRUE;"70+"
"533";"S0547";16;"15-24";"Nov 18";"Male";"British";"Stockport";"UK";"English";"England";"Stockport";"Stockport";"UK";"16";"uk";"england";"north";"northwest";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";662;3831;16;TRUE;"10-19"
"534";"S0548";46;"45-59";"40-49";"Female";"British";"Macclesfield";"UK";"English";"England";"Stockport";"Stockport";"UK";"40";"uk";"england";"north";"northwest";"Sixth-form";"Senior supervisory support worker";"E";"* (uncategorised)";"";"";"Not in core set";1,038;6334;46;TRUE;"40-49"
"535";"S0549";19;"15-24";"19-29";"Female";"British";"Stockport";"UK";"English";"England";"Northern";"Stockport";"UK";"19 years";"uk";"england";"north";"unspecified";"Sixth-form";"Student at university";"E";"* (uncategorised)";"";"";"Not in core set";1,019;9841;19;TRUE;"10-19"
"536";"S0550";48;"45-59";"40-49";"Male";"British";"Stockport";"UK";"English";"England";"Stockport";"Stockport";"UK";"48";"uk";"england";"north";"northwest";"Sixth-form";"Service Manager";"E";"* (uncategorised)";"";"";"Not in core set";445;3199;48;TRUE;"40-49"
"537";"S0551";66;"60+";"60-69";"Female";"British";"Macclesfield, Cheshire";"UK";"English";"England";"Northern";"Stockport";"Uk";"40 years";"uk";"england";"north";"unspecified";"Secondary";"Retired";"E";"* (uncategorised)";"";"";"In core set";780;5135;66;TRUE;"60-69"
"538";"S0552";75;"60+";"70-79";"Female";"British";"Stockport";"England";"English";"England";"Stockport (Northern)";"Bowness-On-Windermere";"UK";"20 years";"uk";"england";"north";"northwest";"Sixth-form";"Secretary (Retired)";"E";"* (uncategorised)";"";"";"Not in core set";213;1213;75;TRUE;"70+"
"539";"S0553";76;"60+";"70-79";"Male";"British";"Stockport";"England";"English";"ENgland";"Northern";"Bowness-On-Windermere";"UK";"20 years";"uk";"england";"north";"unspecified";"Graduate";"Retired";"E";"* (uncategorised)";"";"German -- sparsley";"Not in core set";208;2237;76;TRUE;"70+"
"540";"S0554";17;"15-24";"Nov 18";"Male";"British";"Hillingdon";"UK";"English";"England";"English";"High Wycombe";"UK";"6 years 3 months";"uk";"england";"unspecified";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";1,536;12000;17;TRUE;"10-19"
"541";"S0555";17;"15-24";"Nov 18";"Male";"British";"Wembley";"UK";"English";"England";"English";"Slough";"UK";"5 years";"uk";"england";"unspecified";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"In core set";4,554;35193;17;TRUE;"10-19"
"542";"S0556";18;"15-24";"Nov 18";"Female";"British";"Hammersmith";"UK";"English";"England";"British - English - Southern";"";"UK";"18";"uk";"england";"south";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"In core set";3,017;27148;18;TRUE;"10-19"
"543";"S0557";23;"15-24";"19-29";"Female";"British";"Liverpool";"UK";"English";"England";"Northern";"Kirby Lonsdale";"UK";"5 years";"uk";"england";"north";"unspecified";"Graduate";"Student";"E";"* (uncategorised)";"";"";"Not in core set";704;6773;23;TRUE;"20-29"
"544";"S0558";50;"45-59";"50-59";"Female";"British";"Birmingham";"UK";"English";"England";"Midlands";"Lichfield";"UK";"24 years";"uk";"england";"midlands";"unspecified";"Sixth-form";"Sales Rep/ Lunchtime Supervisor";"D";"6";"";"";"In core set";7,505;74981;50;TRUE;"50-59"
"545";"S0559";20;"15-24";"19-29";"Female";"British";"UK- Norfolk";"UK";"English";"England";"Southern - don't have norfolk dialect - some words)";"Norwich, Norfolk";"UK";"19";"uk";"england";"south";"unspecified";"Sixth-form";"student";"E";"* (uncategorised)";"";"";"Not in core set";357;3694;20;TRUE;"20-29"
"546";"S0560";19;"15-24";"19-29";"Male";"British";"Luton";"UK";"English";"England";"Bedfordshire/North Yorkshire mix";"Northallerton";"UK";"12 years";"uk";"england";"unspecified";"unspecified";"Sixth-form";"full-time education";"E";"* (uncategorised)";"";"";"Not in core set";1,166;8816;19;TRUE;"10-19"
"547";"S0561";49;"45-59";"40-49";"Female";"British";"Yeovil";"UK";"English";"England";"Cumbrian";"Dalton-in-Furness";"UK";"46 years";"uk";"england";"north";"northwest";"Graduate";"Primary school teacher";"E";"* (uncategorised)";"";"";"In core set";2,558;21441;49;TRUE;"40-49"
"548";"S0562";53;"45-59";"50-59";"Female";"British";"Barrow-In-Furness";"UK";"English";"England";"Cumbrian";"Dalton-in-Furness";"UK";"25 years";"uk";"england";"north";"northwest";"Secondary";"hairdresser";"E";"* (uncategorised)";"";"";"In core set";348;2567;53;TRUE;"50-59"
"549";"S0563";49;"45-59";"40-49";"Male";"British";"Barrow-In-Furness";"UK";"English";"England";"Cumbrian";"Dalton-in-Furness";"UK";"49 years";"uk";"england";"north";"northwest";"Sixth-form";"senior electrical designer";"E";"* (uncategorised)";"";"";"Not in core set";889;6408;49;TRUE;"40-49"
"550";"S0564";71;"60+";"70-79";"Female";"British";"Bath";"UK";"English";"England";"Mixed";"Dalton-in-Furness";"UK";"48";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"Teaching Assistant (retired)";"E";"* (uncategorised)";"";"";"Not in core set";1,724;13410;71;TRUE;"70+"
"551";"S0565";78;"60+";"70-79";"Male";"British";"Bognor Regis";"UK";"English";"England";"Southern";"Dalton-in-Furness";"UK";"45";"uk";"england";"south";"unspecified";"Graduate";"Design Englineer (retired)";"E";"* (uncategorised)";"";"";"Not in core set";1,059;5905;78;TRUE;"70+"
"552";"S0566";67;"60+";"60-69";"Male";"British";"Stockport";"UK";"English";"England";"Neutral";"Lindal nr. Ulverston";"UK";"7";"unspecified";"unspecified";"unspecified";"unspecified";"Sixth-form";"video tape editor (retired)";"E";"* (uncategorised)";"";"";"Not in core set";1,04;8065;67;TRUE;"60-69"
"553";"S0567";20;"15-24";"19-29";"Female";"British";"Birmingham";"UK";"English";"England";"Southern English Accent";"Lancaster";"UK";"11 months (First year and half second year)";"uk";"england";"south";"unspecified";"Graduate";"student";"E";"* (uncategorised)";"";"";"Not in core set";1,302;9033;20;TRUE;"20-29"
"554";"S0568";48;"45-59";"40-49";"Male";"British";"Sutton Coldfield";"UK";"English";"England";"Norwich/Norfolk area";"Great Yarmouth";"UK";"40 years";"uk";"england";"south";"eastern_engl";"Secondary";"";"Unknown";"Unknown";"";"";"Not in core set";278;1252;48;TRUE;"40-49"
"555";"S0569";22;"15-24";"19-29";"Male";"British";"Greenwich, London";"UK";"English";"England";"London/ Cumbrian Mix";"Bath";"England";"4 years 6 months";"uk";"england";"unspecified";"unspecified";"Sixth-form";"Uni Student";"E";"* (uncategorised)";"";"";"Not in core set";385;3219;22;TRUE;"20-29"
"556";"S0570";16;"15-24";"Nov 18";"Male";"British";"Ascot";"UK";"English";"England";"Midlands";"Lichfield";"UK";"13yrs 8 months";"uk";"england";"midlands";"unspecified";"Secondary";"Student";"E";"* (uncategorised)";"";"";"In core set";1,716;14675;16;TRUE;"10-19"
"557";"S0571";46;"45-59";"40-49";"Male";"British";"Seoul";"South Korea";"English";"England";"Brummie";"Lichfield";"UK";"13yrs 8 months";"uk";"england";"midlands";"w_midlands";"Postgrad";"Operations manager";"B";"2";"";"";"In core set";3,016;28656;46;TRUE;"40-49"
"558";"S0572";14;"0-14";"Nov 18";"Male";"British";"CO. Durham";"UK";"English";"England";"Midlands";"Lichfield";"UK";"13yrs 8 months";"uk";"england";"midlands";"unspecified";"Secondary";"Student";"E";"* (uncategorised)";"";"";"In core set";1,516;11567;14;TRUE;"10-19"
"559";"S0576";20;"15-24";"19-29";"Male";"British";"Warwick";"England";"English";"England";"Midlands";"Kenilworth";"UK";"20 years";"uk";"england";"midlands";"unspecified";"Sixth-form";"Part rime sales assistant/ Student";"D";"6";"";"";"In core set";279;2339;20;TRUE;"20-29"
"560";"S0578";18;"15-24";"Nov 18";"Female";"British";"Warwick";"England";"English";"England";"Midlands -Leaminton Spa";"Leamington Spa";"UK";"18";"uk";"england";"midlands";"w_midlands";"Sixth-form";"Undergraduate";"E";"* (uncategorised)";"";"";"In core set";291;2851;18;TRUE;"10-19"
"561";"S0579";91;"60+";"90-99";"Male";"British";"Wolverhampton";"England";"English";"England";"British";"Tavistock";"UK";"37 years";"uk";"unspecified";"unspecified";"unspecified";"Secondary";"Retired Accountant";"A";"01:01";"";"";"In core set";8,393;69102;91;TRUE;"70+"
"562";"S0580";48;"45-59";"40-49";"Female";"British";"Taunton";"England";"English";"England";"British";"York";"UK";"5 years";"uk";"unspecified";"unspecified";"unspecified";"Graduate";"Teacher";"A";"01:02";"";"";"Not in core set";1,148;7440;48;TRUE;"40-49"
"563";"S0583";20;"15-24";"19-29";"Female";"British";"Warrington";"England";"English";"England";"Warringtonian";"Warrington";"England";"20 years 11 months";"uk";"england";"north";"northwest";"Sixth-form";"Audit & Accounts Semi-Senior";"A";"01:02";"";"";"Not in core set";918;8832;20;TRUE;"20-29"
"564";"S0584";20;"15-24";"19-29";"Male";"British";"Wigan";"England";"English";"England";"Warringtonian";"Warrington";"England";"17 years";"uk";"england";"north";"northwest";"Graduate";"n/a";"E";"* (uncategorised)";"";"";"In core set";1,711;12844;20;TRUE;"20-29"
"565";"S0585";21;"15-24";"19-29";"Female";"British";"Warrington";"England";"English";"England";"North West England";"Warrington";"England";"21 years";"uk";"england";"north";"northwest";"Graduate";"Student";"E";"* (uncategorised)";"";"";"In core set";2,719;37108;21;TRUE;"20-29"
"566";"S0586";20;"15-24";"19-29";"Female";"British";"Leeds";"England";"English";"England";"Yorkshire (West)";"Lancaster/Leeds";"England";"Leeds - 20 years, Lancaster 2.5 years";"uk";"england";"north";"yorkshire";"Graduate";"Student";"D";"6";"";"";"In core set";481;4466;20;TRUE;"20-29"
"567";"S0587";20;"15-24";"19-29";"Male";"British";"Warrington";"England";"English";"England";"Warringtonian";"Warrington";"England";"Warrington (20 years) Lancaster 2.5 years)";"uk";"england";"north";"northwest";"Graduate";"Student";"E";"* (uncategorised)";"";"";"In core set";3,803;29768;20;TRUE;"20-29"
"568";"S0588";49;"45-59";"40-49";"Female";"British";"England";"England";"English";"England";"Standard English";"London";"UK";"49 years";"uk";"england";"unspecified";"unspecified";"Graduate";"Trascriber";"D";"6";"";"";"Not in core set";9,804;74889;49;TRUE;"40-49"
"569";"S0589";40;"35-44";"40-49";"Male";"British";"Edinburgh";"Britain";"English";"England";"Standard English";"London";"UK";"11 years";"uk";"england";"unspecified";"unspecified";"Graduate";"Administrator";"E";"* (uncategorised)";"";"";"In core set";7,223;51706;40;TRUE;"40-49"
"570";"S0590";74;"60+";"70-79";"Female";"British";"Scotland";"British";"English";"Scotland";"Received Pronunciation with Scottish Lilt";"Shaftesbury";"UK";"30 years";"uk";"england";"unspecified";"unspecified";"Postgrad";"Headmistress";"A";"01:02";"";"";"In core set";7,405;52818;74;TRUE;"70+"
"571";"S0591";83;"60+";"80-89";"Male";"British";"England";"England";"English";"England";"Standard English";"Shaftesbury";"UK";"30 years";"uk";"england";"unspecified";"unspecified";"Graduate";"School Master";"A";"01:02";"";"";"Not in core set";961;4908;83;TRUE;"70+"
"572";"S0592";18;"15-24";"Nov 18";"Female";"British";"Frimley";"England";"English";"England";"Southern English";"Camberley (home) Lancaster (uni)";"UK";"18 years / 3 months";"uk";"england";"south";"unspecified";"Graduate";"Student";"E";"* (uncategorised)";"";"";"In core set";3,268;32602;18;TRUE;"10-19"
"573";"S0593";53;"45-59";"50-59";"Female";"British";"Liverpool";"England";"English";"England";"English - mix of south eastern and north west";"Camberley";"UK";"27 years 6  months";"uk";"england";"unspecified";"unspecified";"Secondary";"";"E";"* (uncategorised)";"";"";"Not in core set";689;7632;53;TRUE;"50-59"
"574";"S0594";23;"15-24";"19-29";"Male";"British";"Frimley, Surrey";"England";"English";"England";"Southern English";"Camberley";"UK";"21 roughly";"uk";"england";"south";"unspecified";"Graduate";"n/a";"E";"* (uncategorised)";"";"";"In core set";2,1;15197;23;TRUE;"20-29"
"575";"S0595";18;"15-24";"Nov 18";"Female";"British";"Frimley";"England";"English";"England";"British";"Ashville";"UK";"18";"uk";"unspecified";"unspecified";"unspecified";"Sixth-form";"Care support worker";"D";"6";"";"";"Not in core set";569;6570;18;TRUE;"10-19"
"576";"S0596";18;"15-24";"Nov 18";"Female";"British";"Aldershot, Hampshire";"England";"English";"England";"Surrey";"Aldershot";"UK";"18";"uk";"england";"south";"southeast";"Sixth-form";"Trainee Accountant";"C1";"3";"";"";"Not in core set";1,636;11092;18;TRUE;"10-19"
"577";"S0597";18;"15-24";"Nov 18";"Male";"British";"Frimley";"England";"English";"England";"Southern";"Frimley";"UK";"18";"uk";"england";"south";"unspecified";"Graduate";"Navel Combat Systems engineer";"A";"01:02";"";"";"Not in core set";2,088;15218;18;TRUE;"10-19"
"578";"S0598";18;"15-24";"Nov 18";"Female";"British";"Frimley";"England";"English";"England";"Estuary English";"Winchester";"UK";"3 months";"uk";"england";"south";"southeast";"Sixth-form";"Student/ Retail Customer Assistant";"E";"* (uncategorised)";"";"";"In core set";2,081;24986;18;TRUE;"10-19"
"579";"S0599";18;"15-24";"Nov 18";"Male";"British";"Frimley, Surrey";"England";"English";"England";"Well spoken, borderline posh";"Falmouth";"UK";"4 months";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"Full-time undergraduate student";"E";"* (uncategorised)";"";"";"Not in core set";1,044;6779;18;TRUE;"10-19"
"580";"S0600";51;"45-59";"50-59";"Male";"British";"Aldershot, Hampshire";"England";"English";"England";"South East England";"Camberley, Surrey";"UK";"27 years";"uk";"england";"south";"southeast";"Sixth-form";"Service Delivery Manager";"B";"2";"";"";"Not in core set";513;3318;51;TRUE;"50-59"
"581";"S0601";25;"25-34";"19-29";"Male";"British";"Frimley, Surrey";"England";"English";"England";"English (South Eastern)";"Camberley";"UK";"25";"uk";"england";"south";"southeast";"Sixth-form";"Retail Assistant";"D";"6";"";"";"In core set";465;2906;25;TRUE;"20-29"
"582";"S0602";19;"15-24";"19-29";"Male";"British";"Frimley, Surrey";"England";"English";"England";"Southern English";"Manchester";"UK";"4 months";"uk";"england";"south";"unspecified";"Sixth-form";"Sales assistant Part-Time, Student Full-time";"E";"* (uncategorised)";"";"";"Not in core set";2,179;16807;19;TRUE;"10-19"
"583";"S0603";33;"25-34";"30-39";"Male";"British";"Bristol";"England";"English";"England";"Bristolian";"Bristol";"UK";"33";"uk";"england";"south";"southwest";"Graduate";"Chef";"C2";"5";"";"";"In core set";3,434;25704;33;TRUE;"30-39"
"584";"S0604";34;"25-34";"30-39";"Male";"Welsh";"Cardiff";"Wales";"English";"Wales";"Welsh";"Barry";"UK";"34 years";"uk";"wales";"wales";"wales";"Postgrad";"n/a";"E";"* (uncategorised)";"";"";"In core set";3,435;23612;34;TRUE;"30-39"
"585";"S0605";60;"60+";"60-69";"Male";"Welsh";"Singapore";"Wales";"English";"Wales";"Welsh (south)";"Barry";"UK";"58 years";"uk";"wales";"wales";"wales";"Graduate";"Charity worker";"B";"2";"";"";"In core set";1,818;16319;60;TRUE;"60-69"
"586";"S0606";63;"60+";"60-69";"Male";"British";"Widnes, Lancashire";"England";"English";"England";"Northern";"Hastings";"UK";"since birth";"uk";"england";"north";"unspecified";"Secondary";"Musician";"B";"2";"";"";"Not in core set";98;934;63;TRUE;"60-69"
"587";"S0607";36;"35-44";"30-39";"Female";"British";"Pembury, England";"England";"English";"England";"Southern/ 'BBC' English";"Battle";"UK";"1 month";"uk";"england";"south";"unspecified";"Postgrad";"Translator/Editor";"B";"2";"";"Italian -- level unspecified; French -- level unspecified";"In core set";1,82;26372;36;TRUE;"30-39"
"588";"S0608";NA;"Unknown";"Unknown";"Male";"";"";"";"";"";"None indicated";"";"";"";"unspecified";"unspecified";"unspecified";"unspecified";"Unknown";"";"Unknown";"Unknown";"";"";"Not in core set";177;1277;NA;TRUE;NA
"589";"S0609";NA;"Unknown";"Unknown";"Female";"";"";"";"";"";"None indicated";"";"";"";"unspecified";"unspecified";"unspecified";"unspecified";"Unknown";"";"Unknown";"Unknown";"";"";"Not in core set";240;1738;NA;TRUE;NA
"590";"S0610";28;"25-34";"19-29";"Female";"British";"Abergavenny";"Wales";"English";"Wales/ England";"V. Slight Welsh Accent";"London";"UK";"4 years";"uk";"wales";"wales";"wales";"Graduate";"Editor";"B";"2";"French";"Spanish -- Good working level; Italian -- Degree level";"In core set";832;7960;28;TRUE;"20-29"
"591";"S0611";20;"15-24";"19-29";"Female";"British";"Wakefield, West Yorkshire";"England";"English";"England";"West Yorksire";"Lancaster";"England";"13 months";"uk";"england";"north";"yorkshire";"Graduate";"student";"E";"* (uncategorised)";"";"Spanish -- basic";"Not in core set";959;7246;20;TRUE;"20-29"
"592";"S0612";NA;"Unknown";"Unknown";"Female";"";"";"";"";"";"None indicated";"";"";"";"unspecified";"unspecified";"unspecified";"unspecified";"Unknown";"";"Unknown";"Unknown";"";"";"Not in core set";796;10599;NA;TRUE;NA
"593";"S0613";54;"45-59";"50-59";"Female";"British";"Isleworth, Midd'x";"England";"English";"England";"home counties/RP";"Landry";"France";"13 years";"uk";"england";"unspecified";"unspecified";"Graduate";"Writer";"B";"2";"";"";"Not in core set";1,145;11535;54;TRUE;"50-59"
"594";"S0614";56;"45-59";"50-59";"Male";"British";"Sutton Coldfield";"England";"English";"England";"No";"Litchfield";"England";"27 years";"unspecified";"unspecified";"unspecified";"unspecified";"Secondary";"Fund Raiser";"B";"2";"";"";"Not in core set";1,422;10338;56;TRUE;"50-59"
"595";"S0615";24;"15-24";"19-29";"Female";"British";"Litchfield";"England";"English";"England";"no";"Sutton Coldfield";"England";"11 months";"unspecified";"unspecified";"unspecified";"unspecified";"Graduate";"Primary School Tearcher";"B";"2";"";"";"Not in core set";3,273;27629;24;TRUE;"20-29"
"596";"S0616";54;"45-59";"50-59";"Male";"British";"Cardiff";"Wales";"English";"Wales (possibly)";"no accent";"Landry";"France";"12 years";"unspecified";"unspecified";"unspecified";"unspecified";"Secondary";"Self-employed production carpenter";"C1";"4";"";"";"In core set";1,777;12863;54;TRUE;"50-59"
"597";"S0617";21;"15-24";"19-29";"Female";"British";"Burton-On-Trent";"England";"English";"England";"no";"Lichfield";"England";"20 years";"unspecified";"unspecified";"unspecified";"unspecified";"Sixth-form";"Store manger";"B";"2";"";"";"Not in core set";3,605;26363;21;TRUE;"20-29"
